age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,earns,fold
37.0,Local-gov,108540.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,5
37.0,Private,333305.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,35.0,United-States,<=50K,4
27.0,Federal-gov,246372.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,4
54.0,State-gov,93449.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,India,>50K,4
35.0,Private,164526.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Yugoslavia,>50K,2
34.0,Private,118941.0,11th,7.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,Ireland,<=50K,1
53.0,Private,141388.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,2
21.0,Private,174714.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K,4
31.0,State-gov,75755.0,Doctorate,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,55.0,United-States,>50K,1
63.0,Private,133144.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K,5
21.0,Self-emp-not-inc,318865.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K,5
50.0,Private,92969.0,1st-4th,2.0,Separated,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K,2
23.0,Private,398904.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K,5
45.0,Private,170846.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,>50K,3
35.0,Local-gov,204277.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,5
64.0,Private,174826.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,3
60.0,Local-gov,232769.0,11th,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K,2
20.0,Private,113307.0,7th-8th,4.0,Never-married,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K,4
28.0,?,194087.0,Some-college,10.0,Never-married,?,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K,4
58.0,Private,175127.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,1
37.0,State-gov,354929.0,Assoc-acdm,12.0,Divorced,Protective-serv,Not-in-family,Black,Male,0.0,0.0,38.0,United-States,<=50K,3
53.0,State-gov,104501.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,?,>50K,1
40.0,Private,42703.0,Assoc-voc,11.0,Divorced,Craft-repair,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K,5
37.0,Private,213841.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,3
46.0,Private,160061.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K,2
18.0,?,192399.0,Some-college,10.0,Never-married,?,Own-child,White,Male,0.0,0.0,60.0,United-States,<=50K,3
42.0,Private,383493.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,1
60.0,Private,193235.0,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,24.0,United-States,<=50K,3
44.0,Local-gov,254134.0,Assoc-acdm,12.0,Divorced,Tech-support,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K,2
28.0,Private,119793.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,2
28.0,Self-emp-not-inc,254989.0,11th,7.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,1
19.0,Private,104830.0,7th-8th,4.0,Never-married,Transport-moving,Unmarried,White,Male,0.0,0.0,25.0,Guatemala,<=50K,2
25.0,Private,298225.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K,5
42.0,Private,166740.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,4
39.0,Local-gov,116666.0,HS-grad,9.0,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,4650.0,0.0,48.0,United-States,<=50K,1
23.0,Private,103277.0,Some-college,10.0,Divorced,Other-service,Own-child,White,Female,0.0,0.0,24.0,United-States,<=50K,1
36.0,Local-gov,191161.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,57.0,United-States,>50K,3
50.0,Private,144361.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,1
25.0,Private,102476.0,Bachelors,13.0,Never-married,Farming-fishing,Own-child,White,Male,27828.0,0.0,50.0,United-States,>50K,1
32.0,Private,71540.0,Some-college,10.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,5
48.0,Private,194772.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K,1
20.0,Private,34568.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,3781.0,0.0,35.0,United-States,<=50K,1
42.0,Local-gov,227065.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,22.0,United-States,<=50K,1
49.0,Private,84013.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,35.0,United-States,<=50K,4
59.0,Private,115414.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,3
24.0,Self-emp-inc,493034.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,Black,Male,13550.0,0.0,50.0,United-States,>50K,5
39.0,Private,98941.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,3
23.0,Private,394612.0,Bachelors,13.0,Never-married,Tech-support,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K,1
23.0,Private,273206.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,23.0,United-States,<=50K,5
47.0,Self-emp-inc,332355.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K,5
42.0,Private,198096.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,5
37.0,Private,99146.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,50.0,United-States,>50K,2
30.0,Private,299507.0,Assoc-acdm,12.0,Separated,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K,3
62.0,Self-emp-not-inc,102631.0,Some-college,10.0,Widowed,Farming-fishing,Unmarried,White,Female,0.0,0.0,50.0,United-States,<=50K,2
56.0,Private,219426.0,10th,6.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,1
27.0,Private,107218.0,HS-grad,9.0,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K,3
36.0,Private,83089.0,5th-6th,3.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298.0,0.0,40.0,Mexico,>50K,2
37.0,Local-gov,328301.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,36.0,United-States,<=50K,2
39.0,Local-gov,301614.0,11th,7.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,5
24.0,Private,180060.0,Assoc-acdm,12.0,Never-married,Craft-repair,Not-in-family,White,Male,2354.0,0.0,40.0,United-States,<=50K,3
26.0,Private,121040.0,Assoc-acdm,12.0,Never-married,Exec-managerial,Own-child,Black,Female,0.0,0.0,40.0,United-States,<=50K,1
34.0,Private,170772.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K,4
22.0,?,195532.0,HS-grad,9.0,Never-married,?,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K,5
40.0,Private,48612.0,HS-grad,9.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,35.0,United-States,<=50K,5
40.0,Private,125461.0,Assoc-voc,11.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,42.0,United-States,<=50K,3
26.0,Private,174592.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,5
83.0,Private,195507.0,HS-grad,9.0,Widowed,Protective-serv,Not-in-family,White,Male,0.0,0.0,55.0,United-States,<=50K,5
18.0,Private,120544.0,9th,5.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,15.0,United-States,<=50K,5
43.0,Private,208277.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,45.0,United-States,>50K,3
24.0,Local-gov,184678.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,1
33.0,Private,278736.0,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K,3
27.0,Private,162343.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,Dominican-Republic,<=50K,5
66.0,Self-emp-not-inc,291362.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K,2
30.0,State-gov,126414.0,Bachelors,13.0,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,2
74.0,Private,211075.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,4
37.0,Private,176756.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,1485.0,70.0,United-States,>50K,4
26.0,Private,515025.0,10th,6.0,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K,1
62.0,?,225657.0,HS-grad,9.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,24.0,United-States,<=50K,1
46.0,Local-gov,149949.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,>50K,5
29.0,Private,209934.0,5th-6th,3.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K,1
50.0,Private,200618.0,Assoc-acdm,12.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,5
49.0,Private,225124.0,HS-grad,9.0,Widowed,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K,4
46.0,Private,172695.0,11th,7.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,27.0,El-Salvador,<=50K,5
64.0,Private,256466.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0.0,0.0,60.0,Philippines,>50K,3
26.0,Private,224361.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,4
43.0,Private,120277.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,3
25.0,Private,104439.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K,3
27.0,Private,56870.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,4
24.0,Private,200819.0,12th,8.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,4
41.0,Local-gov,112763.0,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,7430.0,0.0,36.0,United-States,>50K,2
54.0,Private,169785.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,Italy,<=50K,1
35.0,Private,26999.0,Bachelors,13.0,Separated,Exec-managerial,Unmarried,White,Female,0.0,0.0,42.0,United-States,<=50K,4
34.0,Self-emp-inc,23778.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K,5
45.0,Private,168837.0,Some-college,10.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K,1
34.0,Private,52537.0,HS-grad,9.0,Never-married,Transport-moving,Unmarried,Black,Male,0.0,0.0,30.0,United-States,<=50K,3
27.0,Private,38353.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K,5
26.0,Private,28856.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,2
51.0,Private,196501.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,14084.0,0.0,50.0,United-States,>50K,3
63.0,Private,118798.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,99999.0,0.0,40.0,United-States,>50K,5
51.0,Private,92463.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,1
42.0,Self-emp-not-inc,103980.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K,3
40.0,Private,179735.0,Assoc-voc,11.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,50.0,United-States,<=50K,5
19.0,?,204441.0,HS-grad,9.0,Never-married,?,Other-relative,Black,Male,0.0,0.0,20.0,United-States,<=50K,4
19.0,Private,164395.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K,5
39.0,Private,178815.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,55.0,United-States,<=50K,5
60.0,Self-emp-not-inc,168223.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K,1
38.0,Private,100295.0,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,50.0,Canada,>50K,2
45.0,Private,51664.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,4
22.0,Private,333910.0,Some-college,10.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,43.0,United-States,<=50K,4
25.0,Private,112847.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Own-child,Other,Male,0.0,0.0,40.0,United-States,<=50K,3
35.0,Private,196491.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K,3
43.0,Self-emp-not-inc,154785.0,Bachelors,13.0,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0.0,0.0,80.0,Thailand,<=50K,2
22.0,Private,226327.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K,1
40.0,Private,248406.0,Some-college,10.0,Divorced,Machine-op-inspct,Own-child,White,Male,0.0,0.0,32.0,United-States,<=50K,4
35.0,Private,54317.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,1672.0,50.0,United-States,<=50K,3
20.0,Private,95918.0,9th,5.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,4
43.0,Private,244172.0,HS-grad,9.0,Separated,Transport-moving,Unmarried,White,Male,0.0,0.0,40.0,Mexico,<=50K,5
34.0,Private,77271.0,HS-grad,9.0,Never-married,Exec-managerial,Unmarried,White,Female,0.0,0.0,20.0,England,<=50K,1
35.0,Private,33397.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K,2
25.0,Private,151810.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,28.0,United-States,<=50K,4
41.0,Private,155106.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,1
43.0,Federal-gov,203637.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K,2
32.0,Private,232766.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,1
50.0,Private,305319.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,1
41.0,Private,253759.0,HS-grad,9.0,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K,5
31.0,Private,156464.0,10th,6.0,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,3
65.0,Self-emp-not-inc,111483.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2174.0,10.0,United-States,>50K,4
60.0,Private,85413.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,44.0,United-States,>50K,5
57.0,Self-emp-inc,61885.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,60.0,United-States,>50K,4
47.0,Private,30840.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K,2
33.0,Private,99309.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K,4
46.0,Private,83064.0,Assoc-acdm,12.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,5
31.0,Local-gov,149184.0,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,97.0,United-States,>50K,4
37.0,Private,152909.0,Assoc-voc,11.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688.0,0.0,40.0,United-States,>50K,5
31.0,Private,248178.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,35.0,United-States,<=50K,2
30.0,Self-emp-not-inc,178255.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70.0,?,<=50K,2
34.0,Private,228873.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,>50K,5
26.0,Local-gov,425092.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,2174.0,0.0,40.0,United-States,<=50K,3
53.0,Private,290640.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Vietnam,<=50K,4
29.0,Private,134890.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,1
20.0,Private,184756.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,12.0,United-States,<=50K,4
58.0,Local-gov,237879.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,58.0,United-States,<=50K,2
42.0,Self-emp-not-inc,93099.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K,1
47.0,Local-gov,123681.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,60.0,United-States,>50K,2
24.0,Private,249351.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K,5
48.0,?,185291.0,Bachelors,13.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,6.0,United-States,<=50K,1
58.0,Private,49893.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K,5
22.0,Private,197387.0,Some-college,10.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,24.0,Mexico,<=50K,4
34.0,Private,340458.0,12th,8.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K,5
42.0,Private,190543.0,Some-college,10.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,40.0,United-States,>50K,1
49.0,Self-emp-not-inc,179048.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,Greece,<=50K,2
49.0,Self-emp-not-inc,117634.0,Some-college,10.0,Widowed,Craft-repair,Unmarried,White,Female,0.0,0.0,30.0,United-States,<=50K,2
19.0,Private,323605.0,7th-8th,4.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,60.0,United-States,>50K,5
41.0,Private,163258.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,5
33.0,Private,221324.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K,1
18.0,Private,444822.0,11th,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,8.0,Mexico,<=50K,4
31.0,Private,120672.0,11th,7.0,Divorced,Handlers-cleaners,Other-relative,Black,Male,0.0,1721.0,40.0,United-States,<=50K,4
50.0,Private,159650.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,60.0,United-States,>50K,1
62.0,Private,290754.0,10th,6.0,Widowed,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,4
53.0,?,64322.0,7th-8th,4.0,Separated,?,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,1
23.0,Private,230824.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,1
28.0,State-gov,119793.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,4
26.0,Private,211435.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K,2
36.0,Self-emp-not-inc,280169.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,3456.0,0.0,8.0,United-States,<=50K,2
25.0,Private,102460.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,2
24.0,Private,174461.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K,3
32.0,Private,151053.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,3
40.0,Private,198452.0,11th,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,4
33.0,Private,176711.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,4
37.0,Private,213008.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Japan,<=50K,2
28.0,Private,148645.0,Assoc-acdm,12.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,4
40.0,Private,197919.0,Assoc-acdm,12.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K,4
31.0,Private,217460.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,3
39.0,Private,86551.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,4
38.0,Private,215917.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,<=50K,1
27.0,Self-emp-not-inc,334132.0,Assoc-acdm,12.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,78.0,United-States,<=50K,4
42.0,Private,136986.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,4
47.0,Private,189123.0,11th,7.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1485.0,58.0,United-States,<=50K,1
26.0,Private,89648.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K,5
21.0,Private,275421.0,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K,3
61.0,Private,213321.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,3
33.0,Private,157747.0,Assoc-acdm,12.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,5
35.0,Federal-gov,20469.0,Some-college,10.0,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,<=50K,5
31.0,Private,154227.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,43.0,United-States,>50K,2
37.0,Private,105044.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,42.0,United-States,>50K,5
23.0,Private,189203.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,1
33.0,?,202498.0,7th-8th,4.0,Separated,?,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,<=50K,2
35.0,Private,107302.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,India,<=50K,1
36.0,Private,156400.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K,5
30.0,Local-gov,370990.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,4
41.0,Private,169628.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0.0,0.0,40.0,?,<=50K,1
36.0,Private,160035.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,3908.0,0.0,55.0,United-States,<=50K,5
50.0,Federal-gov,69614.0,10th,6.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,56.0,United-States,<=50K,4
47.0,Federal-gov,224559.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States,>50K,2
52.0,Private,127749.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K,5
28.0,Private,138054.0,Assoc-acdm,12.0,Never-married,Other-service,Not-in-family,Other,Male,0.0,0.0,40.0,United-States,<=50K,4
